handle,content,tweet_replies,tweet_retweets,tweets_favorites,published_date,user_description,total_status_counts,total_followers,total_favorites,total_friends,account_created,protected,verified,screenName,location,lang,id,listedCount,followRequestSent,no_of_hashtags,no_of_urls
Green_Home_Tips,wonderful vegan thanksgiving stuffing recipe   green  vegan  thanksgiving  food  recipe  stuffing  organic,1,11,1,11/24/2011 6:45,Order your copy today on Amazon!!!,12347,27577,1118,23434,11/15/2011 0:12,FALSE,FALSE,Green_Home_Tips,"Seattle, WA",en,412648934,769,FALSE,7,1
greendreamin,rt  onegreenplanet  watch  oil spill penguins returned to sea   vegan,NA,2,NA,11/26/2011 23:30,"We provide Recycling services, are eco-minded, & eager to find green solutions. Join us: https://t.co/HCUsWX6VT4",21257,16358,323,9245,4/18/2009 0:16,FALSE,FALSE,greendreamin,"Dallas, Texas",en,32679157,696,FALSE,1,1
GreenWineGuide,red cabbage with mustard seeds   coconut  recipe  pair it with wine from  peachycynwinery  vegan  vegetarian,NA,7,3,7/27/2011 23:09,"Tweets about organic, biodynamic and sustainable wine from Discovery Channel's @TreeHugger along with vegetarian wine pairings.",1114,2588,4,345,7/7/2010 22:39,FALSE,FALSE,GreenWineGuide,"San Francisco, CA",en,164046620,157,FALSE,3,1
GreenWineGuide, recipe  chickpea flour crepes with leeks   vegan pairs well with wine from  peachycynwinery,1,9,1,7/28/2011 1:03,"Tweets about organic, biodynamic and sustainable wine from Discovery Channel's @TreeHugger along with vegetarian wine pairings.",1114,2588,4,345,7/7/2010 22:39,FALSE,FALSE,GreenWineGuide,"San Francisco, CA",en,164046620,157,FALSE,2,1
grist,tweet of the day   and video of the day  rt  ecorazzi   daily show  proves dennis kucinich is an unstoppable  vegan robot ,NA,5,1,4/15/2011 22:56,A nonprofit news org for people who want a planet that doesn’t burn and a future that doesn’t suck. <f0><U+009F><U+008C><U+008D>,76439,222734,763,3049,7/2/2007 23:00,FALSE,TRUE,grist,"Seattle, WA",en,7215512,10215,FALSE,1,1
GrnRev,rt  goodfoodilike  sol veggie burgers on raw kale caraway bread   livefoodbar  solcuisine  vegan  raw  grnrev,NA,1,1,6/26/2011 18:52,Tweeting (& retweeting) the best in green trends. 1. Follow us. 2. Tag your tweets with #grnrev 3. We read your posts 4. We re-tweet the best of them !,6002,9292,0,6355,5/20/2011 12:56,FALSE,FALSE,GrnRev,"Toronto, Canada",en,302008823,250,FALSE,3,1
groovygreenlivi,great list rt  onegreenplanet 12 must see movies of 2011    vegan,NA,1,NA,12/11/2011 21:18,"Writer, recovering attorney, green living advocate, Boston sports fan, mom of 3. You can find me at https://t.co/0ms0jm8ENE, @ClearAirMoms, @HuffPost",105262,10319,1083,4695,4/16/2010 17:15,FALSE,FALSE,groovygreenlivi,Boston,en,133799147,676,FALSE,1,1
HallelujahAcres,a 46 year old lady just announced she is expecting her first child   what changed   she is now on a plant based  vegan diet ,NA,2,1,10/21/2011 21:19,The Official Twitter of the Hallelujah Diet.  The premier #PlantBased diet/supplement company that is a comprehensive preventative system. #MyHDiet,9026,4732,2502,1663,6/22/2009 14:36,FALSE,FALSE,HallelujahAcres,"Gastonia, NC",en,49645994,182,FALSE,1,0
hallieklecker,holiday pumpkin bread   glutenfree    vegan from  alisacooks    home4holidays,NA,3,1,12/19/2011 4:00,"Believer, nourisher, truth seeker.",4045,1367,87,56,9/24/2010 20:52,FALSE,FALSE,hallieklecker,"Madison, WI",en,194719067,89,FALSE,3,1
handpickedatl,50  off creative  vegetarian  kosher  vegan dishes at broadway cafe ,NA,2,1,1/28/2011 19:25,The best of what to do and where to go in ATL <f0><U+009F><U+008D><U+0091><f0><U+009F><U+00A4><U+0098>,12854,42309,4312,8169,8/22/2008 17:10,FALSE,FALSE,handpickedatl,"Atlanta, GA",en,15947380,892,FALSE,3,1
handpickedatl,rise  shine  smell the  cakes  and free range chicken sausage  50  off johnny cakes  free range  vegan friendly too ,NA,3,NA,7/2/2011 20:27,The best of what to do and where to go in ATL <f0><U+009F><U+008D><U+0091><f0><U+009F><U+00A4><U+0098>,12854,42309,4312,8169,8/22/2008 17:10,FALSE,FALSE,handpickedatl,"Atlanta, GA",en,15947380,892,FALSE,1,1
HappyBellyBags,lunch   organic greens  tomatoes  garbanzo beans   manitobaharvest hemp seeds   dulse w  balsamic  vegan  gfree  vegetarian  dairyfree,NA,2,1,8/21/2011 23:20,"Just a mom trying to raise three healthy babies, all while trying to get fit & healthy myself! On my way back to the old me...pre-baby me!!!!",2003,241,10,378,7/8/2010 1:21,FALSE,FALSE,HappyBellyBags,"Pittsburgh, PA",en,164094868,11,FALSE,5,0
happyherbivore,yummy in my tummy    vegan enchilada casserole   fatfree  healthy,NA,1,1,1/12/2011 18:49,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,3,1
happyherbivore,whole wheat gingerbread scone recipe   vegan  fatfree,1,5,2,11/27/2011 19:50,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,2,1
happyherbivore,sweet  location secured for the nyc book signing   2 8   7pm      vegan pizza with hh  sliceperfect  savethedate,NA,2,1,1/30/2011 21:47,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,2,0
happyherbivore,how to become a  vegan or  vegetarian    complete with transitioning plans    thelastheartattack,NA,8,6,8/29/2011 7:59,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,3,1
happyherbivore,3 ingredient biscuits  new recipe     fatfree  wholewheat  vegan,NA,2,1,6/29/2011 17:33,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,3,1
happyherbivore,how to get loved ones to  convert  to plant based  vegan food ,NA,NA,2,10/30/2011 22:40,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,1,1
happyherbivore,vegans  never sail with  carnivalcruise   here s why    please rt    vegansalt  vegan,NA,17,2,1/12/2011 4:10,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,1,1
happyherbivore,making  vegan fat free sugar cookies w my sister  an artistic competition  but we both win when we get to eat them  ,NA,NA,3,12/15/2011 8:19,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,1,1
happyherbivore,hh s chocolate mug cake  bake cake in a coffee mug   in the microwave    vegan,NA,1,2,12/6/2011 21:23,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,1,1
happyherbivore,giveaway on hh today   win  vegan gummies ,NA,1,1,6/17/2011 23:46,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,1,1
happyherbivore, vegan meals for meat eaters  what to feed omnis    via  happyherbivore,NA,1,1,10/29/2011 20:37,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,1,1
happyherbivore,home page of hh has been updated with  memorialday recipes    vegan,NA,1,1,5/21/2011 22:59,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,2,1
happyherbivore,what vegan means  love  by  sweeton   a love that causes you to change your life     vegan,NA,2,1,9/29/2011 23:12,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,1,1
happyherbivore,make  vegan cake in a coffee cup  5 minutes to cake  ,1,1,3,12/5/2011 21:22,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,1,1
happyherbivore, trueblood  inspired meal on  huffingtonpost by  happyherbivore   great cooking video    vegan  recipe,NA,1,2,6/25/2011 20:14,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,3,1
happyherbivore,what vegan means   a moral compass   a guest post by  donaldg  peta web designer in little rock    vegan,2,4,2,9/26/2011 22:00,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,1,1
happyherbivore,wow    vegandotcom names the happy herbivore cookbook top 5 best  vegan kindle books ,NA,2,NA,12/26/2011 19:54,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,1,1
happyherbivore,20 healthy  vegan meals that come together in 10 minutes  ,NA,4,3,11/26/2011 3:38,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,1,1
happyherbivore,late night treat  chocolate cake   made in minutes    vegan,NA,2,1,12/6/2011 7:25,CEO of @mealmentor. Host of the Shortcut to Slim research podcast. I wrote a cookbook that’s in your kitchen <f0><U+009F><U+0098><U+009C> tweets = talking out loud. <f0><U+009F><U+00A4><U+0097>,70596,40268,873,137,4/7/2008 14:32,FALSE,FALSE,happyherbivore,United States,en,14323300,1179,FALSE,1,1
HealthHabits,the atkins diet for vegans       health  food  diet  vegan  vegetarian  atkins  lowcarb,NA,4,4,8/10/2011 4:07,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,7,1
HealthHabits,red meat kills          health  fitness  food  nutrition  lowcarb  vegan  vegetarian  meat   ,NA,2,3,3/20/2011 19:19,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,8,1
HealthHabits,spaghetti squash recipes from the  healthyirishman       paleo  food  recipe  health  primal  vegan,2,1,5,10/4/2011 1:46,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,6,1
HealthHabits,nutrition deathmatch   fruits   vegetables v s  grains   health  fitness  nutrition  paleo  vegan  vegetarian  food,NA,2,NA,1/26/2011 21:46,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,7,1
HealthHabits,nutrition deathmatch   fruits   vegetables v s  grains   health  fitness  nutrition  paleo  vegan  vegetarian  food,NA,4,3,1/30/2011 3:58,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,7,1
HealthHabits,vitamin b12  vitamin d and omega 3 fatty acids deficiency in vegans    via  evelyn parham    food  nutrition  vegan,1,6,5,10/12/2011 23:34,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,3,1
HealthHabits,why is everyone talking about veganism   via  hivehealthmedia  vegetarian  food  nutrition  health  vegan  rawfood,NA,1,NA,3/11/2011 23:32,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,6,1
HealthHabits,vegetarians are murderers       vegan  vegetarian  food  nutrition  funny  health,NA,6,3,3/17/2011 16:56,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,6,1
HealthHabits,nutritional problems that vegans should watch for  via  evelyn parham  food  vegan  vegetarian  health,1,5,1,7/6/2011 14:59,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,4,1
HealthHabits,all diets are high fat diets       food  diet  atkins  paleo  vegan  vegetarian  droz  nutrition,NA,7,2,11/15/2011 20:48,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,8,1
HealthHabits,oprah goes vegan    for a week      oprah  vegan  health  fitness  nutrition  diet  food  vegetarian  ,NA,7,NA,2/3/2011 22:49,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,8,1
HealthHabits,attention vegetarians    plants like life too     vegan  vegetarian  food  nutrition  health,NA,2,3,3/15/2011 18:01,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,5,1
HealthHabits,iron rich vegan foods     via  evelyn parham   health  food  nutrition  vegan,1,4,3,11/12/2011 15:24,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,4,1
HealthHabits,4 easy steps to switching to a vegan diet     food  vegan  health  nutrition,NA,2,5,4/12/2011 4:54,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,4,1
HealthHabits,even vegetarian diets are high fat diets       diet  food  health  fitness  nutrition  vegan  vegetarian,2,10,3,7/8/2011 9:44,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,7,1
HealthHabits,nutrition deathmatch   fruits   vegetables v s  grains       paleo  primal  vegan  vegetarian  health  food  nutrition,NA,2,2,3/27/2011 14:11,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,7,1
HealthHabits,c c c cooking with ch ch ch chia seeds        health  food  nutrition  chia  vegan  vegetarian,1,4,1,12/16/2011 4:22,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,6,1
HealthHabits,spinach vs toast   food war  1       health  food  nutrition  paleo  primal  vegetarian  vegan  lowcarb,NA,1,1,3/24/2011 14:18,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,9,1
HealthHabits,the 5 biggest myths about a vegetarian diet    via  hivehealthmedia  food  nutrition  diet  health  vegetarian  vegan,2,10,4,12/19/2011 21:12,"According to my biz card, I am a Health & Fitness Consultant. In reality, I am a giant health, fitness, social media geek.",53204,997406,531,6060,3/12/2009 0:57,FALSE,FALSE,HealthHabits,"Toronto, Canada",en,23864985,4340,FALSE,6,1
